gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B cell	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	enterocyte of epithelium of large intestine	fibroblast	gut endothelial cell	intestinal crypt stem cell of large intestine	intestinal enteroendocrine cell	intestinal tuft cell	large intestine goblet cell	mast cell	monocyte	paneth cell of colon	plasma cell	transit amplifying cell of colon
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	C1QL1	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL3	Q5VWW1	False	C1QL3_HUMAN		CPI-SS0348885FD	C1QL3	0.0	0.0	0.0	0.0	0.018	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QL4	Q86Z23	False	C1QL4_HUMAN		CPI-SS035DE17DA	C1QL4	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5	P01031	False	CO5_HUMAN		CPI-SS00581282E	C5	0.009	0.001	0.0	0.001	0.028	0.0	0.0	0.0	0.027	0.056	0.0	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0AB1F04A0	CSF1	0.017	0.006	0.002	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0	0.0	0.0
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS015162AFC	IL34	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF3	P09919	False	CSF3_HUMAN		CPI-SS08376F0E6	CSF3	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0
DHH	O43323	False	DHH_HUMAN		CPI-SC006556DF8	DHH	0.0	0.0	0.0	0.0	0.004	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0037338E6	IHH	0.0	0.0	0.0	0.078	0.0	0.0	0.344	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.153
SHH	Q15465	False	SHH_HUMAN		CPI-SC006170BDC	SHH	0.0	0.0	0.0	0.003	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHH	O43323	False	DHH_HUMAN		CPI-SC0ABE55781	DHH	0.0	0.0	0.0	0.0	0.004	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC036B73615	IHH	0.0	0.0	0.0	0.078	0.0	0.0	0.344	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.153
SHH	Q15465	False	SHH_HUMAN		CPI-SC08B0B5F27	SHH	0.0	0.0	0.0	0.003	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHH	O43323	False	DHH_HUMAN		CPI-SC03021510C	DHH	0.0	0.0	0.0	0.0	0.004	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0C3E862AA	IHH	0.0	0.0	0.0	0.078	0.0	0.0	0.344	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.153
SHH	Q15465	False	SHH_HUMAN		CPI-SC07F2D6624	SHH	0.0	0.0	0.0	0.003	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHH	O43323	False	DHH_HUMAN		CPI-SS07C846DEE	DHH	0.0	0.0	0.0	0.0	0.004	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SS055233B99	IHH	0.0	0.0	0.0	0.078	0.0	0.0	0.344	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.153
SHH	Q15465	False	SHH_HUMAN		CPI-SS0F7A89A4F	SHH	0.0	0.0	0.0	0.003	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EDN1	P05305	False	EDN1_HUMAN		CPI-SS0D8632EB4	EDN1	0.001	0.0	0.0	0.187	0.0	0.0	0.721	0.0	0.014	0.0	0.0	0.0	0.179	0.0	0.663
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	EDN2	0.0	0.0	0.0	0.017	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
EDN3	P14138	False	EDN3_HUMAN		CPI-SS03D5CBF55	EDN3	0.0	0.0	0.0	0.17	0.0	0.071	0.066	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.092
EDN1	P05305	False	EDN1_HUMAN		CPI-SS09B92F236	EDN1	0.001	0.0	0.0	0.187	0.0	0.0	0.721	0.0	0.014	0.0	0.0	0.0	0.179	0.0	0.663
EDN2	P20800	False	EDN2_HUMAN		CPI-SS0CA5B3B8E	EDN2	0.0	0.0	0.0	0.017	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01
EDN3	P14138	False	EDN3_HUMAN		CPI-SS0696491A3	EDN3	0.0	0.0	0.0	0.17	0.0	0.071	0.066	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.092
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	EFNA1	0.0	0.009	0.006	0.309	0.046	0.286	0.557	0.333	0.0	0.111	0.0	0.0	0.217	0.0	0.286
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	EFNA2	0.0	0.0	0.0	0.019	0.023	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.064	0.0	0.041
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0222DF7B4	EFNA3	0.001	0.002	0.005	0.039	0.011	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05BB5902B	EFNA4	0.023	0.019	0.022	0.08	0.006	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.255
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS04E33D0FB	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	EFNA1	0.0	0.009	0.006	0.309	0.046	0.286	0.557	0.333	0.0	0.111	0.0	0.0	0.217	0.0	0.286
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	EFNA2	0.0	0.0	0.0	0.019	0.023	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.064	0.0	0.041
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0CBCBBA83	EFNA3	0.001	0.002	0.005	0.039	0.011	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0475BE8ED	EFNA4	0.023	0.019	0.022	0.08	0.006	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.255
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09587DA63	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0087A3F67	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	EFNA1	0.0	0.009	0.006	0.309	0.046	0.286	0.557	0.333	0.0	0.111	0.0	0.0	0.217	0.0	0.286
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	EFNA2	0.0	0.0	0.0	0.019	0.023	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.064	0.0	0.041
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0EF309375	EFNA3	0.001	0.002	0.005	0.039	0.011	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0D1D8FF06	EFNA4	0.023	0.019	0.022	0.08	0.006	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.255
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0C70ADA28	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	EFNA1	0.0	0.009	0.006	0.309	0.046	0.286	0.557	0.333	0.0	0.111	0.0	0.0	0.217	0.0	0.286
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	EFNA2	0.0	0.0	0.0	0.019	0.023	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.064	0.0	0.041
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	EFNA3	0.001	0.002	0.005	0.039	0.011	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	EFNA4	0.023	0.019	0.022	0.08	0.006	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.255
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS03446CB39	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	EFNB2	0.0	0.009	0.016	0.168	0.134	0.214	0.508	0.333	0.014	0.181	0.0	0.0	0.32	0.0	0.633
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	EFNA1	0.0	0.009	0.006	0.309	0.046	0.286	0.557	0.333	0.0	0.111	0.0	0.0	0.217	0.0	0.286
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	EFNA2	0.0	0.0	0.0	0.019	0.023	0.0	0.033	0.0	0.0	0.007	0.0	0.0	0.064	0.0	0.041
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	EFNA3	0.001	0.002	0.005	0.039	0.011	0.0	0.082	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.02
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	EFNA4	0.023	0.019	0.022	0.08	0.006	0.0	0.393	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.255
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS068ACD209	EFNA5	0.0	0.0	0.0	0.022	0.05	0.286	0.23	0.0	0.0	0.035	0.0	0.0	0.005	0.0	0.02
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS06E797E50	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0ECC9DF3E	EFNB2	0.0	0.009	0.016	0.168	0.134	0.214	0.508	0.333	0.014	0.181	0.0	0.0	0.32	0.0	0.633
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0C2003B74	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS082ABF1EA	EFNB2	0.0	0.009	0.016	0.168	0.134	0.214	0.508	0.333	0.014	0.181	0.0	0.0	0.32	0.0	0.633
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS09D9D6811	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS08D0F9109	EFNB2	0.0	0.009	0.016	0.168	0.134	0.214	0.508	0.333	0.014	0.181	0.0	0.0	0.32	0.0	0.633
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS040D3C47C	EFNB1	0.0	0.006	0.016	0.108	0.018	0.071	0.098	0.0	0.0	0.007	0.0	0.0	0.301	0.0	0.071
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS05ABE6795	EFNB2	0.0	0.009	0.016	0.168	0.134	0.214	0.508	0.333	0.014	0.181	0.0	0.0	0.32	0.0	0.633
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	0.487	0.648	0.667	0.561	0.006	0.0	0.705	0.667	0.014	0.528	1.0	0.0	0.549	0.928	0.745
BTC	P35070	False	BTC_HUMAN		CPI-SS0CC966B71	BTC	0.0	0.0	0.0	0.009	0.0	0.0	0.098	0.0	0.014	0.292	0.0	0.0	0.167	0.0	0.02
EPGN	Q6UW88	False	EPGN_HUMAN		CPI-SS060790CF0	EPGN	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EREG	O14944	False	EREG_HUMAN		CPI-SS004C23DCE	EREG	0.013	0.014	0.006	0.205	0.008	0.0	0.23	0.0	0.849	0.25	0.0	0.0	0.131	0.0	0.01
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS09B2ACA25	HBEGF	0.0	0.024	0.015	0.408	0.23	0.214	0.574	0.0	0.014	0.056	0.0	0.75	0.212	0.0	0.622
TGFA	P01135	False	TGFA_HUMAN		CPI-SS07E5C3060	TGFA	0.0	0.0	0.007	0.02	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.102
BTC	P35070	False	BTC_HUMAN		CPI-SS05A6C9EC5	BTC	0.0	0.0	0.0	0.009	0.0	0.0	0.098	0.0	0.014	0.292	0.0	0.0	0.167	0.0	0.02
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS02B906C26	NRG1	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	NRG2	0.005	0.015	0.018	0.002	0.023	0.0	0.0	0.0	0.822	0.0	0.0	0.0	0.0	0.272	0.0
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03E7FB333	HBEGF	0.0	0.024	0.015	0.408	0.23	0.214	0.574	0.0	0.014	0.056	0.0	0.75	0.212	0.0	0.622
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	FCER2	0.106	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SS0D26FB68C	FCER2	0.106	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	FGF10	0.0	0.001	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	FGF2	0.0	0.0	0.0	0.002	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.004	0.0
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS09D21167E	FGF22	0.0	0.005	0.001	0.01	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	FGF7	0.0	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	FGF2	0.0	0.0	0.0	0.002	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.004	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS05632AB58	NCAM1	0.0	0.002	0.016	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.016	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	FGF2	0.0	0.0	0.0	0.002	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.004	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS05D62446A	FGF9	0.004	0.011	0.041	0.015	0.021	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	FGF2	0.0	0.0	0.0	0.002	0.257	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.004	0.0
SDC2	P34741	False	SDC2_HUMAN		CPI-SS001D9549D	SDC2	0.0	0.0	0.003	0.0	0.546	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS0C21302BC	NCAM1	0.0	0.002	0.016	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.016	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS008E98D3E	FLRT2	0.006	0.0	0.0	0.001	0.087	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN2	P58401	False	NRX2B_HUMAN		CPI-SS0B0B67CA2	NRXN2	0.0	0.0	0.0	0.0	0.029	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRXN3	Q9HDB5	False	NRX3B_HUMAN		CPI-SS05E4F3F47	NRXN3	0.0	0.0	0.0	0.022	0.0	0.0	0.016	0.0	0.027	0.0	0.0	0.5	0.002	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS085E3E37F	TENM1	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS09159B142	TENM2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS04FD52559	TENM3	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0EC12EAD9	TENM4	0.0	0.0	0.0	0.0	0.008	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	FLRT2	0.006	0.0	0.0	0.001	0.087	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	FLRT3	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.024	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	TENM1	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	TENM2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	TENM3	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	TENM4	0.0	0.0	0.0	0.0	0.008	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS08BFFB96E	FLRT3	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.024	0.0	0.0
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.0	0.0	0.005	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS021718DBF	TENM2	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.0	0.0	0.0	0.0
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS075F456AF	TENM3	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0FD44484F	TENM4	0.0	0.0	0.0	0.0	0.008	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SS04BCE85CA	GAL	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAL	P22466	False	GALA_HUMAN		CPI-SC01BE13839	GAL	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPX	Q9BT56	False	SPXN_HUMAN		CPI-SC03034B5D1	SPX	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	LGALS3	0.098	0.491	0.385	0.908	0.859	1.0	0.967	0.0	0.014	0.479	1.0	0.75	0.998	0.228	0.908
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0F7FF099C	GAS6	0.0	0.001	0.0	0.352	0.188	0.643	0.77	0.0	0.0	0.104	0.0	0.25	0.153	0.02	0.592
LGALS9	O00182	False	LEG9_HUMAN		CPI-SC0CF28722B	LGALS9	0.096	0.009	0.025	0.169	0.002	0.0	0.705	0.0	0.014	0.076	0.0	0.0	0.391	0.0	0.276
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	LGALS9	0.096	0.009	0.025	0.169	0.002	0.0	0.705	0.0	0.014	0.076	0.0	0.0	0.391	0.0	0.276
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0CE693E3E	LGALS9	0.096	0.009	0.025	0.169	0.002	0.0	0.705	0.0	0.014	0.076	0.0	0.0	0.391	0.0	0.276
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0AE964947	GAS6	0.0	0.001	0.0	0.352	0.188	0.643	0.77	0.0	0.0	0.104	0.0	0.25	0.153	0.02	0.592
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0BDA0E5E0	GAS6	0.0	0.001	0.0	0.352	0.188	0.643	0.77	0.0	0.0	0.104	0.0	0.25	0.153	0.02	0.592
GDF10	P55107	False	GDF10_HUMAN		CPI-SC0A86600AA	GDF10	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC0002A7A8F	GDF11	0.06	0.061	0.083	0.008	0.201	0.214	0.033	0.0	0.0	0.0	0.0	0.25	0.002	0.024	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC00C9C81E3	GDF11	0.06	0.061	0.083	0.008	0.201	0.214	0.033	0.0	0.0	0.0	0.0	0.25	0.002	0.024	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	GDF11	0.06	0.061	0.083	0.008	0.201	0.214	0.033	0.0	0.0	0.0	0.0	0.25	0.002	0.024	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	GDF11	0.06	0.061	0.083	0.008	0.201	0.214	0.033	0.0	0.0	0.0	0.0	0.25	0.002	0.024	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS02AEB612C	GHRL	0.013	0.0	0.001	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC05A060D3B	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC066BD3097	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SC04E52CC72	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03339363E	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0F16EAEBB	HLA-E	0.971	0.764	0.777	0.16	0.818	0.929	0.311	0.0	0.0	0.035	1.0	1.0	0.274	0.676	0.347
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0436D5870	HLA-F	0.462	0.377	0.432	0.046	0.087	0.071	0.131	0.0	0.0	0.014	0.107	0.0	0.014	0.124	0.122
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	HLA-F	0.462	0.377	0.432	0.046	0.087	0.071	0.131	0.0	0.0	0.014	0.107	0.0	0.014	0.124	0.122
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	HLA-G	0.014	0.008	0.006	0.094	0.004	0.0	0.0	0.0	0.0	0.319	0.0	0.0	0.029	0.0	0.112
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS063355A7A	INSL5	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.333	0.0	0.056	0.0	0.0	0.012	0.0	0.0
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS0C1348C3F	RLN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC033AB13AE	IGF1	0.0	0.0	0.0	0.0	0.119	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	IGF1	0.0	0.0	0.0	0.0	0.119	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	IGF2	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SC0322BA9B5	IGF1	0.0	0.0	0.0	0.0	0.119	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0
